customer_id,customer_name,total_revenue,total_profit,total_orders,total_quantity
6952,Sara Iqbal,21012.489999999998,4769.999999999999,3,13
7795,Fahad Hussain,20978.01,4897.4299999999985,2,12
1212,Hassan Mirza,20929.29,5782.1399999999985,3,14
4044,Hira Chaudhry,20906.78,5765.6,3,14
1142,Hamza Buriro,20898.68,4267.51,3,14
4533,Maryam Hussain,20889.1,6040.99,2,11
3132,Usman Chaudhry,20824.83,5829.9000000000015,2,11
6581,Omar Mirza,20812.86,5465.310000000001,3,15
9151,Hassan Qureshi,20765.04,6030.420000000001,2,13
9912,Sana Hussain,20726.73,5902.669999999999,5,19
7659,Hussain Ahmed,20713.25,5332.029999999998,2,13
8777,Zainab Siddiqui,20631.82,4385.14,5,16
7350,Hamza Ali,20601.03,3640.8799999999983,2,13
6660,Bilal Siddiqui,20588.199999999997,6318.509999999999,3,12
9727,Ahmed Shah,20541.440000000002,6179.300000000001,2,12
9083,Fahad Ali,20318.48,6295.030000000001,2,14
635,Saad Khan,20268.66,3287.710000000001,3,17
6624,Ali Siddiqui,20224.93,5859.350000000002,4,17
1267,Imran Ahmed,20223.68,1823.6799999999994,4,24
1499,Hamza Qureshi,20120.84,4333.220000000001,4,18
726,Bilal Khan,20082.45,5140.580000000002,3,13
439,Zainab Buriro,20073.27,5441.110000000001,3,17
1243,Hamza Qureshi,20054.09,6183.04,2,12
8969,Sara Chaudhry,20031.87,5131.459999999999,4,13
3678,Imran Raza,19974.84,3441.5400000000004,3,17
8039,Imran Ali,19974.54,4827.02,5,19
9687,Fatima Mirza,19972.79,2721.909999999997,5,18
441,Ahmed Mirza,19936.52,5662.2,3,12
8469,Hira Sheikh,19922.79,5220.15,3,17
5773,Danish Shah,19888.73,6060.58,4,19
2810,Imran Ahmed,19852.829999999998,4584.459999999999,4,18
5617,Hussain Siddiqui,19802.37,4814.88,2,14
1330,Hira Ahmed,19800.49,3574.5200000000013,5,21
9067,Bilal Qureshi,19746.57,2229.909999999999,3,15
9986,Maham Iqbal,19738.42,3549.769999999999,4,16
1881,Hussain Sheikh,19730.84,4542.51,2,11
3177,Hassan Chaudhry,19660.969999999998,5710.359999999999,2,11
2648,Imran Buriro,19602.35,3136.1600000000017,4,14
3001,Maryam Mirza,19591.7,5005.130000000002,3,14
9314,Imran Raza,19573.65,2622.76,3,18
8115,Imran Ali,19558.46,4482.92,4,18
3721,Hussain Hussain,19556.89,5541.089999999999,3,16
4363,Imran Hussain,19471.81,5343.320000000002,3,15
248,Bilal Siddiqui,19426.29,4268.440000000001,3,13
7336,Imran Chaudhry,19367.0,5467.020000000001,3,11
89,Sara Ahmed,19306.379999999997,5414.519999999999,2,12
1346,Sara Hussain,19260.74,4348.81,2,12
7006,Sara Siddiqui,19248.4,4103.210000000001,4,18
7928,Sara Siddiqui,19201.84,854.25,3,19
8576,Usman Sheikh,19179.300000000003,3404.590000000003,2,14
3241,Hira Chaudhry,19163.67,3286.38,3,15
6456,Saad Buriro,19160.39,3559.8400000000006,3,15
8819,Usman Buriro,19137.68,6017.48,3,13
8602,Maham Khan,18968.29,5204.140000000002,5,13
6193,Fahad Ahmed,18957.29,6285.279999999999,2,11
5027,Maham Siddiqui,18936.98,4964.17,3,13
7062,Fahad Khan,18931.15,5971.9800000000005,2,14
3733,Ayesha Raza,18928.93,6372.84,2,9
3800,Ali Malik,18911.54,4914.34,2,10
2091,Hira Qureshi,18911.09,4060.789999999999,3,16
6164,Hussain Raza,18904.55,4657.490000000001,3,11
847,Hira Qureshi,18892.600000000002,6236.730000000001,2,11
5663,Bilal Sheikh,18879.39,5503.06,2,13
2765,Ali Ali,18847.940000000002,5708.740000000001,2,10
9525,Saad Ali,18832.5,4411.12,4,16
7603,Ali Sheikh,18782.31,5629.950000000002,3,9
7921,Sana Hussain,18775.98,3572.9699999999993,3,15
6418,Hamza Shah,18737.78,5393.550000000001,2,13
4635,Sara Hussain,18697.36,5152.8499999999985,4,14
6153,Hussain Qureshi,18661.81,2641.2699999999995,3,16
4333,Hamza Ali,18626.08,3321.92,4,16
7538,Hamza Mirza,18623.73,1647.7399999999993,4,18
3487,Usman Memon,18601.23,5146.169999999999,3,13
6476,Ali Khan,18593.620000000003,4560.450000000001,3,13
2704,Sara Mirza,18566.4,3440.5499999999993,2,13
9250,Hussain Mirza,18555.52,6212.2699999999995,4,15
3312,Danish Iqbal,18530.26,3496.8999999999996,3,16
5691,Bilal Raza,18521.94,5671.9800000000005,3,15
1974,Ali Qureshi,18512.53,3327.0499999999997,3,13
1917,Danish Hussain,18502.33,5096.299999999999,2,11
6144,Fatima Hussain,18443.559999999998,5385.189999999999,2,13
9563,Zainab Khan,18431.28,4240.879999999999,3,17
5725,Saad Mirza,18420.22,4995.969999999999,4,14
8323,Imran Khan,18420.08,3859.4799999999996,3,12
2597,Fatima Ali,18418.22,3342.230000000001,3,14
9616,Hussain Siddiqui,18233.43,3607.76,4,20
4803,Ayesha Khan,18232.83,6101.550000000002,2,9
5976,Hira Shah,18222.84,4400.0999999999985,3,15
9846,Sana Raza,18198.09,3375.7600000000007,3,13
747,Ali Malik,18139.770000000004,3261.7100000000023,3,15
9293,Danish Memon,18125.87,3787.9000000000005,3,17
4507,Maham Siddiqui,18125.83,4989.630000000001,3,12
8425,Hassan Qureshi,18115.65,3028.5400000000004,3,16
9617,Hassan Khan,18111.66,4839.630000000001,3,12
6980,Ali Memon,18107.050000000003,4243.600000000001,3,15
240,Hira Ali,18098.42,5015.529999999999,3,14
1506,Omar Sheikh,18055.829999999998,4923.429999999998,2,12
1547,Sara Shah,18052.52,3521.8,3,14
2057,Hussain Iqbal,18045.07,6401.9,2,10
9191,Maryam Siddiqui,18029.53,5168.750000000002,3,20
8617,Maham Raza,18013.97,4049.4800000000014,3,11
1143,Hira Mirza,18009.03,3015.2699999999986,3,15
1343,Zainab Sheikh,17981.879999999997,3908.1699999999973,2,14
3016,Fahad Memon,17944.36,3439.029999999999,2,14
4216,Ahmed Ahmed,17898.01,2504.37,2,11
3165,Ahmed Hussain,17866.440000000002,5226.4800000000005,2,12
1062,Sana Hussain,17863.73,3650.999999999999,4,17
1887,Zainab Ali,17749.829999999998,4505.479999999999,2,14
3648,Usman Qureshi,17666.809999999998,4520.9,3,15
2862,Hira Sheikh,17638.289999999997,5915.62,2,10
7212,Saad Buriro,17630.32,4645.810000000001,2,13
6314,Fahad Ahmed,17618.23,1918.8400000000001,2,14
627,Ahmed Buriro,17609.739999999998,1548.7399999999989,3,16
5919,Maham Chaudhry,17489.77,3811.44,5,17
8771,Saad Ali,17468.670000000002,4574.4900000000025,2,13
3230,Hamza Sheikh,17465.83,4508.48,2,12
4246,Ayesha Shah,17463.84,5941.379999999997,2,12
6286,Hussain Raza,17456.800000000003,4485.930000000001,2,12
1213,Hamza Raza,17446.239999999998,3951.8999999999987,3,14
9579,Fatima Ali,17428.91,4347.490000000001,3,13
8442,Hira Malik,17427.96,4738.9800000000005,2,12
2221,Hamza Qureshi,17415.68,5617.920000000002,3,17
7206,Saad Siddiqui,17409.27,2418.8100000000013,2,11
6919,Ahmed Malik,17390.239999999998,4554.13,4,19
2606,Hassan Ahmed,17374.260000000002,4661.32,3,15
6377,Omar Malik,17358.32,4277.88,3,15
3108,Sara Hussain,17345.16,4194.960000000001,3,18
2959,Hamza Shah,17309.239999999998,2824.7700000000004,3,16
1725,Maryam Sheikh,17271.28,3614.7400000000007,4,13
6348,Ayesha Memon,17266.38,1696.9599999999987,3,12
3997,Hira Ali,17261.07,3692.3599999999997,4,15
8428,Sana Shah,17259.29,3876.9300000000003,3,13
8694,Hira Khan,17254.699999999997,4447.299999999999,2,10
9849,Omar Qureshi,17236.65,2392.590000000001,3,15
631,Bilal Chaudhry,17205.89,2782.42,3,17
8118,Maham Qureshi,17162.83,4856.9,2,11
8436,Hira Buriro,17157.3,2306.68,3,17
5327,Imran Hussain,17137.920000000002,2786.6400000000003,2,12
468,Ayesha Iqbal,17110.05,2672.330000000001,4,16
2124,Bilal Ahmed,17080.67,5401.669999999998,2,10
4190,Imran Sheikh,17080.21,3475.71,2,13
6611,Fatima Memon,17036.96,2437.2700000000013,3,18
9739,Hamza Hussain,17003.82,3496.38,2,12
3954,Maham Memon,16956.53,3535.18,4,11
5379,Hussain Shah,16947.489999999998,4063.299999999999,2,11
1411,Zainab Mirza,16946.0,5387.12,2,8
8148,Saad Shah,16928.2,3344.92,4,21
408,Maham Mirza,16921.8,3868.4499999999994,3,15
5552,Saad Khan,16904.469999999998,5809.629999999997,3,10
9719,Maryam Mirza,16893.65,2765.340000000001,3,15
508,Zainab Mirza,16883.61,5597.18,3,14
6617,Hamza Siddiqui,16878.670000000002,4143.050000000001,3,16
6722,Ali Qureshi,16860.12,2631.24,2,10
8954,Hussain Iqbal,16843.449999999997,4029.31,3,13
9301,Bilal Buriro,16823.300000000003,4371.560000000001,4,17
3534,Ali Ahmed,16812.95,1958.4900000000007,2,11
7463,Sara Khan,16801.28,2249.5899999999992,2,12
9737,Maryam Khan,16800.879999999997,3476.1200000000003,3,14
9295,Usman Ahmed,16788.019999999997,5270.759999999998,2,12
7567,Imran Khan,16782.37,5081.000000000002,3,18
2,Hira Siddiqui,16779.29,5202.639999999999,2,11
5841,Bilal Qureshi,16776.15,3274.31,3,13
1194,Saad Iqbal,16745.19,3322.759999999998,2,14
9441,Hussain Raza,16714.989999999998,2871.7599999999993,2,11
3653,Imran Malik,16689.839999999997,3951.1799999999976,2,10
9062,Sana Chaudhry,16664.75,4287.74,3,13
6842,Zainab Iqbal,16661.79,3834.960000000001,2,12
1434,Hamza Ahmed,16646.84,3677.6999999999994,3,15
5905,Danish Siddiqui,16641.78,2241.069999999998,3,19
4406,Imran Raza,16636.03,2416.150000000002,3,15
2368,Danish Siddiqui,16632.34,2813.37,3,13
9405,Maham Memon,16608.04,3004.8799999999997,3,12
3673,Sara Malik,16603.32,3286.0800000000013,3,18
9381,Fahad Siddiqui,16597.92,2824.620000000001,2,12
7456,Bilal Raza,16594.07,3800.49,4,19
4480,Ayesha Iqbal,16583.22,1287.5299999999997,2,11
5673,Hira Qureshi,16576.940000000002,4582.310000000001,3,17
4050,Ahmed Memon,16564.230000000003,2408.280000000002,3,12
6825,Maham Raza,16559.06,3270.050000000002,2,14
2151,Bilal Hussain,16504.629999999997,5104.129999999999,3,13
3604,Saad Shah,16502.82,2645.6500000000015,5,18
3259,Bilal Raza,16497.07,3271.400000000001,3,15
7142,Hamza Memon,16488.91,1390.8500000000006,3,13
4697,Ayesha Siddiqui,16483.77,4337.340000000001,2,9
8745,Fahad Raza,16474.52,2599.310000000001,3,13
9962,Maham Siddiqui,16472.1,5266.870000000001,4,10
4426,Bilal Qureshi,16470.54,3731.7699999999995,2,11
323,Maham Malik,16436.25,4173.82,3,13
2697,Danish Mirza,16390.66,5923.18,2,10
2738,Ahmed Sheikh,16377.12,4784.700000000001,2,12
8410,Hira Memon,16371.470000000001,2178.469999999999,4,14
1721,Imran Khan,16351.949999999999,3851.4799999999987,2,11
3236,Ali Ali,16343.830000000002,5332.8099999999995,3,11
1659,Maryam Qureshi,16335.990000000002,2764.9100000000008,2,12
4353,Hira Hussain,16296.800000000001,3123.1400000000003,2,11
8959,Sana Khan,16288.52,2266.58,2,13
1565,Zainab Buriro,16259.67,2317.3900000000012,2,12
2524,Maham Hussain,16255.609999999999,4243.359999999998,3,13
5999,Ahmed Mirza,16245.77,5392.340000000002,2,10
212,Maham Raza,16240.1,4941.400000000001,2,12
2857,Fatima Hussain,16220.01,4061.1500000000005,3,15
527,Zainab Iqbal,16205.94,3914.1199999999994,4,15
4915,Fahad Malik,16205.12,4311.920000000002,2,9
8709,Maryam Khan,16194.140000000001,4122.380000000001,3,18
6267,Hussain Ali,16190.740000000002,2785.7800000000007,2,10
5031,Hassan Khan,16186.8,2923.5299999999997,2,9
3221,Danish Malik,16121.19,3890.0699999999997,2,9
7464,Sana Chaudhry,16103.560000000001,5521.960000000001,3,12
6841,Sara Memon,16099.64,4500.170000000001,3,9
9641,Danish Memon,16098.92,1939.8400000000006,3,15
4451,Hassan Mirza,16073.079999999998,4762.179999999999,2,10
6770,Bilal Qureshi,16051.800000000001,3696.25,2,13
7162,Omar Siddiqui,16033.079999999998,3533.8599999999988,2,13
6765,Hira Malik,15970.74,3027.5599999999995,3,14
8349,Hussain Khan,15962.85,4418.990000000001,2,9
5576,Ali Ali,15961.26,4746.139999999999,2,14
2327,Hamza Shah,15950.730000000001,5666.000000000002,3,13
4053,Hussain Raza,15947.399999999998,4391.999999999999,2,10
8933,Ali Ahmed,15942.78,3661.3200000000006,2,12
4262,Sara Chaudhry,15903.33,3367.8700000000003,4,14
7980,Omar Siddiqui,15897.529999999999,2797.3000000000006,3,13
5212,Fahad Shah,15883.550000000001,5253.110000000001,2,8
6324,Bilal Ali,15871.26,1452.35,3,11
2436,Hussain Iqbal,15864.8,3557.2599999999993,3,14
14,Ayesha Mirza,15861.88,4174.5599999999995,2,10
2712,Ahmed Shah,15860.63,4900.389999999999,3,16
7925,Ahmed Mirza,15849.6,4356.060000000001,3,9
2256,Bilal Sheikh,15832.11,1638.2800000000007,2,14
2118,Bilal Khan,15830.609999999999,2790.8699999999985,4,19
1288,Maham Malik,15820.77,4781.17,2,9
9699,Ahmed Ahmed,15793.780000000002,1069.610000000001,3,12
2060,Usman Khan,15768.900000000001,5464.22,2,10
6005,Zainab Khan,15767.470000000001,4169.0,2,11
243,Fatima Shah,15763.380000000001,4097.740000000001,2,9
2148,Imran Iqbal,15736.1,5310.9000000000015,2,11
7003,Zainab Raza,15725.3,4308.629999999998,2,8
9420,Ayesha Iqbal,15713.68,4138.639999999999,2,8
9835,Ali Mirza,15712.87,4859.9000000000015,2,8
9415,Fatima Mirza,15691.26,3306.9100000000008,3,12
9108,Zainab Siddiqui,15674.23,2673.0999999999995,3,16
4083,Bilal Memon,15644.47,3653.5799999999986,2,9
1850,Bilal Buriro,15640.619999999999,1082.0600000000004,3,13
4522,Zainab Siddiqui,15636.369999999999,4236.609999999999,2,12
9322,Hassan Malik,15632.68,2399.420000000001,2,10
2460,Danish Sheikh,15622.55,2107.3500000000004,2,13
2085,Zainab Memon,15613.5,5872.230000000001,1,7
413,Maryam Ali,15594.32,4466.579999999999,5,24
2860,Ali Siddiqui,15566.130000000001,4056.1500000000015,2,9
147,Saad Malik,15542.02,2177.8200000000015,3,15
8585,Zainab Mirza,15525.41,3765.230000000001,3,15
2194,Bilal Khan,15521.96,3765.629999999999,3,13
3634,Maham Siddiqui,15508.63,4638.580000000002,3,9
2891,Hussain Ahmed,15488.91,1677.39,5,15
8688,Maham Shah,15470.3,5578.499999999998,2,8
3198,Sana Ali,15419.33,4301.62,2,8
1620,Fahad Khan,15408.42,4038.6099999999997,2,12
7170,Fatima Khan,15405.75,1946.6699999999992,2,11
2240,Fahad Raza,15384.64,2380.01,3,15
2199,Bilal Shah,15353.58,3464.340000000001,3,18
7254,Omar Hussain,15353.5,3121.01,4,17
9435,Imran Buriro,15348.34,2681.579999999998,2,9
7534,Hira Khan,15337.53,2702.6300000000015,4,17
9231,Imran Khan,15337.279999999999,4970.979999999998,1,7
4026,Bilal Iqbal,15318.38,3938.0199999999995,2,13
5127,Maryam Siddiqui,15301.510000000002,3879.970000000001,2,9
656,Zainab Qureshi,15297.810000000001,3478.580000000001,2,12
2990,Usman Hussain,15296.650000000001,3888.3100000000018,4,21
5349,Hassan Hussain,15282.16,4074.030000000001,4,16
5996,Ahmed Qureshi,15274.48,3886.9100000000003,2,12
6047,Danish Qureshi,15233.880000000001,2742.239999999999,2,10
8712,Fatima Ali,15226.05,4796.669999999998,2,9
3617,Ayesha Qureshi,15201.5,2408.129999999999,2,13
2134,Omar Chaudhry,15187.35,2061.6500000000015,2,11
5630,Maryam Malik,15185.789999999997,4188.409999999999,3,13
9976,Imran Ali,15176.420000000002,4229.38,3,15
1013,Ahmed Sheikh,15167.920000000002,3145.7100000000014,2,11
8657,Hussain Ahmed,15166.869999999999,4331.0599999999995,3,11
5828,Sara Shah,15155.25,5174.83,2,9
8591,Ali Sheikh,15150.47,3081.559999999999,2,10
5808,Maham Mirza,15119.46,3265.919999999998,2,10
1119,Usman Malik,15115.72,2752.939999999999,3,15
5671,Saad Hussain,15108.91,3912.5899999999992,3,13
2152,Hassan Khan,15102.93,2900.289999999999,4,18
593,Ayesha Malik,15093.64,3776.749999999999,4,18
4019,Saad Ali,15084.54,3276.6500000000005,4,18
9467,Saad Shah,15050.78,1852.1500000000005,2,12
8368,Hamza Buriro,15045.02,4072.8499999999995,2,12
1250,Ali Chaudhry,15038.91,3357.219999999999,2,10
8167,Maham Memon,15032.220000000001,3127.800000000001,2,12
4537,Ali Hussain,15026.559999999998,2900.6000000000004,3,11
6302,Imran Sheikh,15021.960000000001,3714.540000000001,2,12
5231,Saad Mirza,15020.939999999999,3130.5,2,12
9211,Ali Iqbal,15016.48,3179.2799999999997,2,10
8508,Maryam Shah,14991.73,4335.990000000001,2,12
5016,Ahmed Malik,14991.06,4750.199999999999,1,7
7075,Usman Buriro,14959.029999999999,2185.06,2,10
6494,Sana Ahmed,14952.16,2532.24,3,12
2817,Zainab Malik,14939.14,2235.420000000001,3,15
7790,Saad Shah,14935.050000000001,4083.390000000001,3,15
2293,Sana Hussain,14926.25,2261.419999999999,2,13
1433,Ahmed Khan,14920.56,2771.3299999999995,3,12
2340,Hira Ali,14908.620000000003,4254.5700000000015,2,9
5862,Sana Khan,14895.279999999999,3951.2900000000004,2,9
2742,Hamza Mirza,14869.05,2659.08,2,9
818,Ayesha Raza,14862.23,1503.7700000000007,4,19
2073,Hassan Malik,14852.49,3304.59,2,9
3782,Fatima Mirza,14845.369999999999,2414.819999999999,4,16
1878,Ali Malik,14830.39,4290.719999999999,2,9
6499,Hussain Qureshi,14829.480000000001,3141.2200000000016,3,17
4032,Hussain Qureshi,14807.789999999999,3788.7900000000004,4,19
9120,Danish Mirza,14807.29,2877.1800000000003,3,13
4760,Imran Chaudhry,14801.399999999998,4413.569999999999,2,11
1339,Saad Chaudhry,14794.570000000002,5356.120000000003,1,7
5730,Hamza Malik,14794.36,5274.639999999999,1,7
6349,Zainab Sheikh,14793.48,2646.7000000000003,2,10
2173,Omar Sheikh,14783.599999999999,4350.66,3,14
8017,Zainab Buriro,14778.95,1310.4399999999987,3,10
889,Hamza Ahmed,14776.490000000002,3455.36,3,12
5791,Maham Mirza,14774.099999999999,3088.079999999999,2,12
4121,Sara Iqbal,14767.560000000001,3663.110000000001,4,11
7632,Sana Memon,14765.99,4034.689999999999,3,15
7005,Ali Chaudhry,14759.149999999998,4397.259999999998,1,7
7903,Maham Iqbal,14754.369999999999,4043.88,2,9
2670,Omar Sheikh,14738.65,4584.799999999999,2,7
4318,Danish Buriro,14701.45,2632.550000000001,2,10
9005,Hira Khan,14688.66,5047.14,2,8
6468,Fahad Buriro,14686.230000000001,3587.9500000000016,2,11
9632,Sara Iqbal,14680.369999999999,4578.15,4,14
940,Sara Ali,14672.66,3008.67,2,10
1379,Fahad Hussain,14650.75,2693.3999999999987,2,10
3223,Ali Buriro,14650.55,2656.4000000000005,3,13
7366,Hassan Ali,14634.61,1484.6899999999987,2,12
8397,Hira Raza,14631.54,3382.83,3,10
7092,Sara Raza,14617.619999999999,2961.3199999999997,3,14
9105,Sana Memon,14614.990000000002,4169.420000000001,2,9
2944,Saad Ahmed,14609.61,3976.0400000000013,3,14
4167,Sara Khan,14585.84,3845.130000000001,2,10
9585,Saad Mirza,14584.0,3694.5200000000004,3,13
5244,Imran Shah,14582.32,3004.6900000000005,3,13
6539,Ali Sheikh,14577.150000000001,3266.970000000001,2,9
3595,Bilal Khan,14576.1,3181.3299999999995,4,18
5234,Hamza Siddiqui,14568.130000000001,1910.7600000000007,4,19
372,Maryam Malik,14563.220000000001,4180.68,1,7
6233,Saad Mirza,14551.0,4001.68,2,11
3515,Ayesha Chaudhry,14550.41,5286.119999999999,1,7
8030,Fahad Raza,14546.82,2518.9,3,12
9971,Fahad Memon,14545.14,3056.479999999999,3,15
710,Fahad Sheikh,14541.83,3987.869999999999,2,11
6498,Bilal Sheikh,14533.14,4759.8,2,8
7914,Ayesha Chaudhry,14533.0,3429.5600000000004,2,9
3969,Hussain Siddiqui,14529.27,4141.9,1,7
5245,Saad Siddiqui,14521.150000000001,2465.8400000000006,3,17
5022,Omar Mirza,14517.810000000001,4026.01,3,9
1876,Sana Buriro,14513.94,3523.17,2,9
8092,Sara Khan,14512.79,3224.1900000000005,2,10
860,Ayesha Sheikh,14501.53,4150.88,3,18
8618,Omar Memon,14488.94,3570.1000000000004,3,13
7754,Sana Mirza,14484.259999999998,3551.499999999998,3,16
7977,Danish Mirza,14464.16,4570.52,3,13
1389,Zainab Chaudhry,14454.079999999998,1976.0599999999986,2,11
6683,Fatima Raza,14446.61,3974.63,5,24
4194,Maryam Mirza,14432.179999999998,4599.209999999997,1,7
3029,Ali Hussain,14426.09,3353.74,4,17
8231,Hassan Shah,14394.73,4169.74,4,19
3522,Maryam Chaudhry,14392.44,2598.97,5,15
5139,Fahad Shah,14392.289999999999,771.0399999999989,3,14
8192,Saad Mirza,14384.24,2297.0600000000004,3,12
561,Ali Ali,14381.8,1639.6999999999998,2,13
3715,Fahad Mirza,14359.87,3016.9300000000007,2,10
1972,Imran Iqbal,14357.68,3508.259999999999,3,15
9244,Maham Shah,14339.309999999998,641.0,2,13
4665,Ayesha Raza,14328.84,909.3399999999997,3,19
9633,Hira Shah,14324.48,3451.679999999999,2,9
3995,Ali Shah,14320.89,3344.0999999999995,3,10
1704,Omar Hussain,14295.31,2790.21,4,23
7970,Omar Khan,14283.02,1817.5200000000013,2,10
8205,Imran Malik,14282.16,3360.7,2,10
5306,Omar Hussain,14279.19,1559.0699999999997,2,9
549,Danish Buriro,14266.57,3044.210000000001,2,13
5652,Hassan Siddiqui,14266.05,3714.2699999999995,2,9
9188,Maham Hussain,14220.720000000001,3426.540000000001,4,15
