customer_id,customer_name,total_orders,total_quantity,total_revenue,total_cost,total_profit,first_purchase,last_purchase,average_order_value,customer_lifespan_days,profit_margin,customer_lifetime_value,customer_segment
5783,Hussain Siddiqui,2,12,23981.6,16487.61,7493.99,2023-11-14,2023-12-09,11990.8,25,31.25,23981.6,VIP
3694,Maham Raza,4,21,23923.32,18662.98,5260.34,2022-07-07,2025-12-07,5980.83,1249,21.99,23923.32,VIP
8915,Maham Siddiqui,6,17,23891.65,18524.26,5367.39,2022-11-12,2026-02-17,3981.94,1193,22.47,23891.65,VIP
2122,Danish Khan,3,18,23868.56,18575.08,5293.48,2022-10-24,2024-09-22,7956.19,699,22.18,23868.56,VIP
5461,Maryam Memon,3,17,23643.49,17575.34,6068.15,2022-07-17,2025-05-17,7881.16,1035,25.67,23643.49,VIP
4275,Ahmed Shah,3,16,23635.72,16424.52,7211.2,2024-06-16,2026-04-11,7878.57,664,30.51,23635.72,VIP
5411,Fahad Malik,4,23,23525.99,17941.3,5584.69,2023-01-27,2025-11-26,5881.5,1034,23.74,23525.99,VIP
7209,Fahad Ahmed,4,19,23504.37,18869.29,4635.08,2023-12-26,2024-04-26,5876.09,122,19.72,23504.37,VIP
8470,Maham Qureshi,5,21,23466.63,19948.8,3517.83,2022-05-01,2025-05-25,4693.33,1120,14.99,23466.63,VIP
4482,Fahad Hussain,3,16,23418.53,17660.35,5758.18,2022-05-31,2026-01-25,7806.18,1335,24.59,23418.53,VIP
4856,Hassan Iqbal,4,19,23416.17,18551.52,4864.65,2023-11-10,2026-04-27,5854.04,899,20.77,23416.17,VIP
1846,Ayesha Hussain,3,15,23319.21,17011.92,6307.29,2022-04-09,2024-09-25,7773.07,900,27.05,23319.21,VIP
8531,Sana Hussain,2,14,23311.89,19519.64,3792.25,2023-08-05,2025-08-12,11655.94,738,16.27,23311.89,VIP
6788,Maryam Memon,3,15,23104.56,17768.82,5335.74,2022-04-09,2024-08-16,7701.52,860,23.09,23104.56,VIP
245,Maham Hussain,2,10,23080.18,14498.54,8581.64,2023-07-12,2024-04-07,11540.09,270,37.18,23080.18,VIP
2121,Hamza Malik,4,18,23067.28,16885.86,6181.42,2022-01-25,2026-04-24,5766.82,1550,26.8,23067.28,VIP
2639,Usman Mirza,4,20,23048.48,19631.22,3417.26,2022-04-09,2024-10-28,5762.12,933,14.83,23048.48,VIP
3755,Maryam Siddiqui,5,20,22993.08,18440.83,4552.25,2022-05-12,2024-10-25,4598.62,897,19.8,22993.08,VIP
3125,Ahmed Ahmed,2,13,22897.54,17013.81,5883.73,2022-12-15,2025-09-12,11448.77,1002,25.7,22897.54,VIP
6204,Fatima Ahmed,3,15,22859.92,17680.19,5179.73,2023-01-16,2025-04-30,7619.97,835,22.66,22859.92,VIP
9749,Ayesha Mirza,3,20,22839.52,15741.18,7098.34,2023-08-04,2026-04-13,7613.17,983,31.08,22839.52,VIP
7720,Fatima Siddiqui,4,20,22735.34,19248.98,3486.36,2022-06-28,2024-04-27,5683.84,669,15.33,22735.34,VIP
123,Maryam Ali,3,20,22718.27,18271.66,4446.61,2022-12-09,2025-10-01,7572.76,1027,19.57,22718.27,VIP
74,Ali Shah,2,12,22619.76,17277.9,5341.86,2022-07-02,2022-07-27,11309.88,25,23.62,22619.76,VIP
4596,Hassan Iqbal,3,16,22602.31,16450.5,6151.81,2022-04-30,2024-07-06,7534.1,798,27.22,22602.31,VIP
9051,Fatima Ali,3,14,22592.42,16474.02,6118.4,2022-03-08,2022-09-29,7530.81,205,27.08,22592.42,VIP
4337,Bilal Khan,3,13,22479.43,18232.74,4246.69,2022-03-22,2026-01-23,7493.14,1403,18.89,22479.43,VIP
9032,Zainab Chaudhry,4,16,22407.99,17422.99,4985.0,2023-01-10,2026-07-01,5602.0,1268,22.25,22407.99,VIP
9714,Ayesha Buriro,3,17,22272.74,16294.56,5978.18,2023-08-21,2025-11-10,7424.25,812,26.84,22272.74,VIP
5848,Fahad Shah,2,13,22256.68,16623.24,5633.44,2024-11-23,2026-06-04,11128.34,558,25.31,22256.68,VIP
9630,Ayesha Hussain,4,16,21984.02,14912.49,7071.53,2022-03-29,2026-03-10,5496.0,1442,32.17,21984.02,VIP
6254,Hamza Qureshi,3,17,21949.01,16231.73,5717.28,2022-05-09,2025-09-10,7316.34,1220,26.05,21949.01,VIP
4049,Hamza Qureshi,6,18,21917.16,16118.19,5798.97,2022-11-18,2025-03-04,3652.86,837,26.46,21917.16,VIP
7625,Saad Siddiqui,3,14,21818.01,16094.48,5723.53,2023-06-21,2024-10-18,7272.67,485,26.23,21818.01,VIP
7813,Hira Memon,3,16,21772.02,15313.58,6458.44,2023-05-07,2025-10-11,7257.34,888,29.66,21772.02,VIP
8739,Ali Buriro,2,12,21534.09,16792.53,4741.56,2022-10-06,2026-07-20,10767.04,1383,22.02,21534.09,VIP
9494,Ayesha Raza,2,13,21508.8,17541.18,3967.62,2023-09-07,2024-11-12,10754.4,432,18.45,21508.8,VIP
5029,Sara Raza,2,13,21464.86,17393.64,4071.22,2023-03-07,2023-12-31,10732.43,299,18.97,21464.86,VIP
473,Hassan Ali,3,14,21391.57,16828.41,4563.16,2023-06-14,2024-08-27,7130.52,440,21.33,21391.57,VIP
6985,Saad Malik,4,28,21351.19,16904.86,4446.33,2022-01-09,2026-03-30,5337.8,1541,20.82,21351.19,VIP
7570,Ayesha Iqbal,3,14,21290.61,18473.4,2817.21,2022-07-20,2025-12-13,7096.87,1242,13.23,21290.61,VIP
2219,Hira Iqbal,3,17,21259.29,16280.66,4978.63,2022-04-04,2025-10-26,7086.43,1301,23.42,21259.29,VIP
3561,Zainab Memon,2,13,21257.62,16776.95,4480.67,2022-12-07,2023-09-25,10628.81,292,21.08,21257.62,VIP
6060,Hassan Chaudhry,3,13,21224.37,17600.72,3623.65,2026-01-14,2026-02-20,7074.79,37,17.07,21224.37,VIP
7168,Hira Ahmed,2,14,21215.04,17503.5,3711.54,2023-04-01,2024-03-13,10607.52,347,17.49,21215.04,VIP
6619,Imran Shah,2,11,21179.68,13628.92,7550.76,2025-06-22,2025-10-16,10589.84,116,35.65,21179.68,VIP
3340,Imran Sheikh,2,14,21092.96,16256.17,4836.79,2022-05-12,2024-12-22,10546.48,955,22.93,21092.96,VIP
5368,Omar Buriro,2,14,21081.55,15601.88,5479.67,2025-01-19,2026-07-22,10540.78,549,25.99,21081.55,VIP
2480,Imran Iqbal,3,18,21059.4,17436.36,3623.04,2022-05-17,2023-08-17,7019.8,457,17.2,21059.4,VIP
9478,Fahad Buriro,2,13,21044.8,14673.96,6370.84,2023-05-21,2024-05-31,10522.4,376,30.27,21044.8,VIP
6952,Sara Iqbal,3,13,21012.49,16242.49,4770.0,2026-06-27,2026-08-21,7004.16,55,22.7,21012.49,VIP
7795,Fahad Hussain,2,12,20978.01,16080.58,4897.43,2024-04-02,2024-12-21,10489.0,263,23.35,20978.01,VIP
1212,Hassan Mirza,3,14,20929.29,15147.15,5782.14,2023-11-21,2025-10-14,6976.43,693,27.63,20929.29,VIP
4044,Hira Chaudhry,3,14,20906.78,15141.18,5765.6,2022-02-24,2026-03-09,6968.93,1474,27.58,20906.78,VIP
1142,Hamza Buriro,3,14,20898.68,16631.17,4267.51,2023-10-05,2024-04-27,6966.23,205,20.42,20898.68,VIP
4533,Maryam Hussain,2,11,20889.1,14848.11,6040.99,2022-09-11,2025-10-18,10444.55,1133,28.92,20889.1,VIP
3132,Usman Chaudhry,2,11,20824.83,14994.93,5829.9,2024-10-30,2025-08-18,10412.42,292,27.99,20824.83,VIP
6581,Omar Mirza,3,15,20812.86,15347.55,5465.31,2022-04-13,2023-03-16,6937.62,337,26.26,20812.86,VIP
9151,Hassan Qureshi,2,13,20765.04,14734.62,6030.42,2022-11-10,2022-11-30,10382.52,20,29.04,20765.04,VIP
9912,Sana Hussain,5,19,20726.73,14824.06,5902.67,2023-02-11,2026-07-13,4145.35,1248,28.48,20726.73,VIP
7659,Hussain Ahmed,2,13,20713.25,15381.22,5332.03,2022-05-15,2022-12-24,10356.62,223,25.74,20713.25,VIP
8777,Zainab Siddiqui,5,16,20631.82,16246.68,4385.14,2022-01-25,2025-08-24,4126.36,1307,21.25,20631.82,VIP
7350,Hamza Ali,2,13,20601.03,16960.15,3640.88,2025-06-11,2025-06-17,10300.52,6,17.67,20601.03,VIP
6660,Bilal Siddiqui,3,12,20588.2,14269.69,6318.51,2023-10-26,2026-07-30,6862.73,1008,30.69,20588.2,VIP
9727,Ahmed Shah,2,12,20541.44,14362.14,6179.3,2025-06-09,2026-01-17,10270.72,222,30.08,20541.44,VIP
9083,Fahad Ali,2,14,20318.48,14023.45,6295.03,2022-07-22,2024-10-14,10159.24,815,30.98,20318.48,VIP
635,Saad Khan,3,17,20268.66,16980.95,3287.71,2024-01-30,2025-11-08,6756.22,648,16.22,20268.66,VIP
6624,Ali Siddiqui,4,17,20224.93,14365.58,5859.35,2023-12-15,2026-01-03,5056.23,750,28.97,20224.93,VIP
1267,Imran Ahmed,4,24,20223.68,18400.0,1823.68,2022-07-28,2025-10-20,5055.92,1180,9.02,20223.68,VIP
1499,Hamza Qureshi,4,18,20120.84,15787.62,4333.22,2023-04-23,2025-12-20,5030.21,972,21.54,20120.84,VIP
726,Bilal Khan,3,13,20082.45,14941.87,5140.58,2023-08-30,2025-06-25,6694.15,665,25.6,20082.45,VIP
439,Zainab Buriro,3,17,20073.27,14632.16,5441.11,2024-01-12,2026-01-03,6691.09,722,27.11,20073.27,VIP
1243,Hamza Qureshi,2,12,20054.09,13871.05,6183.04,2023-04-04,2025-08-17,10027.04,866,30.83,20054.09,VIP
8969,Sara Chaudhry,4,13,20031.87,14900.41,5131.46,2024-11-22,2026-07-19,5007.97,604,25.62,20031.87,VIP
3678,Imran Raza,3,17,19974.84,16533.3,3441.54,2024-09-18,2026-05-13,6658.28,602,17.23,19974.84,VIP
8039,Imran Ali,5,19,19974.54,15147.52,4827.02,2022-12-07,2025-10-27,3994.91,1055,24.17,19974.54,VIP
9687,Fatima Mirza,5,18,19972.79,17250.88,2721.91,2022-08-06,2025-01-03,3994.56,881,13.63,19972.79,VIP
441,Ahmed Mirza,3,12,19936.52,14274.32,5662.2,2023-11-18,2024-08-18,6645.51,274,28.4,19936.52,VIP
8469,Hira Sheikh,3,17,19922.79,14702.64,5220.15,2022-06-14,2025-12-28,6640.93,1293,26.2,19922.79,VIP
5773,Danish Shah,4,19,19888.73,13828.15,6060.58,2022-03-10,2024-05-30,4972.18,812,30.47,19888.73,VIP
2810,Imran Ahmed,4,18,19852.83,15268.37,4584.46,2022-09-07,2024-02-27,4963.21,538,23.09,19852.83,VIP
5617,Hussain Siddiqui,2,14,19802.37,14987.49,4814.88,2022-11-07,2025-03-01,9901.18,845,24.31,19802.37,VIP
1330,Hira Ahmed,5,21,19800.49,16225.97,3574.52,2023-03-14,2026-06-03,3960.1,1177,18.05,19800.49,VIP
9067,Bilal Qureshi,3,15,19746.57,17516.66,2229.91,2023-08-16,2026-03-29,6582.19,956,11.29,19746.57,VIP
9986,Maham Iqbal,4,16,19738.42,16188.65,3549.77,2024-02-04,2026-05-24,4934.6,840,17.98,19738.42,VIP
1881,Hussain Sheikh,2,11,19730.84,15188.33,4542.51,2023-01-10,2025-01-27,9865.42,748,23.02,19730.84,VIP
3177,Hassan Chaudhry,2,11,19660.97,13950.61,5710.36,2022-02-18,2023-03-21,9830.48,396,29.04,19660.97,VIP
2648,Imran Buriro,4,14,19602.35,16466.19,3136.16,2022-03-04,2025-06-12,4900.59,1196,16.0,19602.35,VIP
3001,Maryam Mirza,3,14,19591.7,14586.57,5005.13,2022-05-02,2023-03-31,6530.57,333,25.55,19591.7,VIP
9314,Imran Raza,3,18,19573.65,16950.89,2622.76,2022-07-15,2026-08-07,6524.55,1484,13.4,19573.65,VIP
8115,Imran Ali,4,18,19558.46,15075.54,4482.92,2023-07-29,2026-02-19,4889.62,936,22.92,19558.46,VIP
3721,Hussain Hussain,3,16,19556.89,14015.8,5541.09,2022-12-11,2024-05-12,6518.96,518,28.33,19556.89,VIP
4363,Imran Hussain,3,15,19471.81,14128.49,5343.32,2023-02-16,2025-06-30,6490.6,865,27.44,19471.81,VIP
248,Bilal Siddiqui,3,13,19426.29,15157.85,4268.44,2025-08-20,2026-03-18,6475.43,210,21.97,19426.29,VIP
7336,Imran Chaudhry,3,11,19367.0,13899.98,5467.02,2023-02-15,2025-10-23,6455.67,981,28.23,19367.0,VIP
89,Sara Ahmed,2,12,19306.38,13891.86,5414.52,2023-12-15,2026-04-17,9653.19,854,28.05,19306.38,VIP
1346,Sara Hussain,2,12,19260.74,14911.93,4348.81,2024-05-23,2024-10-22,9630.37,152,22.58,19260.74,VIP
7006,Sara Siddiqui,4,18,19248.4,15145.19,4103.21,2023-12-30,2026-06-19,4812.1,902,21.32,19248.4,VIP
7928,Sara Siddiqui,3,19,19201.84,18347.59,854.25,2025-01-06,2026-01-04,6400.61,363,4.45,19201.84,VIP
8576,Usman Sheikh,2,14,19179.3,15774.71,3404.59,2022-03-25,2023-02-14,9589.65,326,17.75,19179.3,VIP
3241,Hira Chaudhry,3,15,19163.67,15877.29,3286.38,2022-10-26,2025-12-13,6387.89,1144,17.15,19163.67,VIP
6456,Saad Buriro,3,15,19160.39,15600.55,3559.84,2023-12-08,2026-04-18,6386.8,862,18.58,19160.39,VIP
8819,Usman Buriro,3,13,19137.68,13120.2,6017.48,2024-08-25,2025-08-10,6379.23,350,31.44,19137.68,VIP
8602,Maham Khan,5,13,18968.29,13764.15,5204.14,2022-07-11,2026-05-23,3793.66,1412,27.44,18968.29,VIP
6193,Fahad Ahmed,2,11,18957.29,12672.01,6285.28,2023-01-28,2024-10-24,9478.64,635,33.15,18957.29,VIP
5027,Maham Siddiqui,3,13,18936.98,13972.81,4964.17,2023-06-28,2026-02-01,6312.33,949,26.21,18936.98,VIP
7062,Fahad Khan,2,14,18931.15,12959.17,5971.98,2023-11-26,2024-06-02,9465.58,189,31.55,18931.15,VIP
3733,Ayesha Raza,2,9,18928.93,12556.09,6372.84,2025-03-18,2026-03-18,9464.46,365,33.67,18928.93,VIP
3800,Ali Malik,2,10,18911.54,13997.2,4914.34,2025-08-19,2025-09-20,9455.77,32,25.99,18911.54,VIP
2091,Hira Qureshi,3,16,18911.09,14850.3,4060.79,2022-11-22,2026-03-02,6303.7,1196,21.47,18911.09,VIP
6164,Hussain Raza,3,11,18904.55,14247.06,4657.49,2023-08-07,2025-04-20,6301.52,622,24.64,18904.55,VIP
847,Hira Qureshi,2,11,18892.6,12655.87,6236.73,2022-09-30,2023-10-20,9446.3,385,33.01,18892.6,VIP
5663,Bilal Sheikh,2,13,18879.39,13376.33,5503.06,2024-01-05,2024-06-30,9439.7,177,29.15,18879.39,VIP
2765,Ali Ali,2,10,18847.94,13139.2,5708.74,2023-07-14,2023-12-03,9423.97,142,30.29,18847.94,VIP
9525,Saad Ali,4,16,18832.5,14421.38,4411.12,2022-11-22,2025-12-28,4708.12,1132,23.42,18832.5,VIP
7603,Ali Sheikh,3,9,18782.31,13152.36,5629.95,2022-04-09,2022-07-20,6260.77,102,29.97,18782.31,VIP
7921,Sana Hussain,3,15,18775.98,15203.01,3572.97,2025-11-22,2026-06-28,6258.66,218,19.03,18775.98,VIP
6418,Hamza Shah,2,13,18737.78,13344.23,5393.55,2025-02-02,2025-05-01,9368.89,88,28.78,18737.78,VIP
4635,Sara Hussain,4,14,18697.36,13544.51,5152.85,2022-08-02,2026-07-09,4674.34,1437,27.56,18697.36,VIP
6153,Hussain Qureshi,3,16,18661.81,16020.54,2641.27,2023-03-05,2026-06-24,6220.6,1207,14.15,18661.81,VIP
4333,Hamza Ali,4,16,18626.08,15304.16,3321.92,2025-02-04,2026-07-23,4656.52,534,17.83,18626.08,VIP
7538,Hamza Mirza,4,18,18623.73,16975.99,1647.74,2023-03-08,2025-11-29,4655.93,997,8.85,18623.73,VIP
3487,Usman Memon,3,13,18601.23,13455.06,5146.17,2022-04-22,2024-06-27,6200.41,797,27.67,18601.23,VIP
6476,Ali Khan,3,13,18593.62,14033.17,4560.45,2025-10-04,2026-08-05,6197.87,305,24.53,18593.62,VIP
2704,Sara Mirza,2,13,18566.4,15125.85,3440.55,2023-06-21,2024-11-01,9283.2,499,18.53,18566.4,VIP
9250,Hussain Mirza,4,15,18555.52,12343.25,6212.27,2022-04-07,2025-10-04,4638.88,1276,33.48,18555.52,VIP
3312,Danish Iqbal,3,16,18530.26,15033.36,3496.9,2022-04-13,2024-11-13,6176.75,945,18.87,18530.26,VIP
5691,Bilal Raza,3,15,18521.94,12849.96,5671.98,2022-07-24,2024-02-08,6173.98,564,30.62,18521.94,VIP
1974,Ali Qureshi,3,13,18512.53,15185.48,3327.05,2022-04-14,2026-02-28,6170.84,1416,17.97,18512.53,VIP
1917,Danish Hussain,2,11,18502.33,13406.03,5096.3,2023-05-28,2025-05-10,9251.17,713,27.54,18502.33,VIP
6144,Fatima Hussain,2,13,18443.56,13058.37,5385.19,2022-06-13,2024-05-14,9221.78,701,29.2,18443.56,VIP
9563,Zainab Khan,3,17,18431.28,14190.4,4240.88,2024-06-19,2024-10-04,6143.76,107,23.01,18431.28,VIP
5725,Saad Mirza,4,14,18420.22,13424.25,4995.97,2022-01-26,2026-02-15,4605.06,1481,27.12,18420.22,VIP
8323,Imran Khan,3,12,18420.08,14560.6,3859.48,2022-05-08,2026-02-01,6140.03,1365,20.95,18420.08,VIP
2597,Fatima Ali,3,14,18418.22,15075.99,3342.23,2022-07-21,2025-03-25,6139.41,978,18.15,18418.22,VIP
9616,Hussain Siddiqui,4,20,18233.43,14625.67,3607.76,2023-09-19,2025-04-20,4558.36,579,19.79,18233.43,VIP
4803,Ayesha Khan,2,9,18232.83,12131.28,6101.55,2023-08-05,2026-03-02,9116.42,940,33.46,18232.83,VIP
5976,Hira Shah,3,15,18222.84,13822.74,4400.1,2023-06-29,2025-05-29,6074.28,700,24.15,18222.84,VIP
9846,Sana Raza,3,13,18198.09,14822.33,3375.76,2022-10-29,2025-11-11,6066.03,1109,18.55,18198.09,VIP
747,Ali Malik,3,15,18139.77,14878.06,3261.71,2024-06-26,2025-11-23,6046.59,515,17.98,18139.77,VIP
9293,Danish Memon,3,17,18125.87,14337.97,3787.9,2023-05-25,2026-07-20,6041.96,1152,20.9,18125.87,VIP
4507,Maham Siddiqui,3,12,18125.83,13136.2,4989.63,2022-08-14,2026-02-03,6041.94,1269,27.53,18125.83,VIP
8425,Hassan Qureshi,3,16,18115.65,15087.11,3028.54,2022-06-20,2023-12-20,6038.55,548,16.72,18115.65,VIP
9617,Hassan Khan,3,12,18111.66,13272.03,4839.63,2022-06-20,2025-10-12,6037.22,1210,26.72,18111.66,VIP
6980,Ali Memon,3,15,18107.05,13863.45,4243.6,2022-08-09,2025-07-25,6035.68,1081,23.44,18107.05,VIP
240,Hira Ali,3,14,18098.42,13082.89,5015.53,2022-05-22,2026-03-22,6032.81,1400,27.71,18098.42,VIP
1506,Omar Sheikh,2,12,18055.83,13132.4,4923.43,2023-11-05,2024-01-15,9027.91,71,27.27,18055.83,VIP
1547,Sara Shah,3,14,18052.52,14530.72,3521.8,2022-01-24,2026-04-28,6017.51,1555,19.51,18052.52,VIP
2057,Hussain Iqbal,2,10,18045.07,11643.17,6401.9,2023-11-22,2025-05-08,9022.54,533,35.48,18045.07,VIP
9191,Maryam Siddiqui,3,20,18029.53,12860.78,5168.75,2024-01-10,2024-11-03,6009.84,298,28.67,18029.53,VIP
8617,Maham Raza,3,11,18013.97,13964.49,4049.48,2022-09-29,2024-08-16,6004.66,687,22.48,18013.97,VIP
1143,Hira Mirza,3,15,18009.03,14993.76,3015.27,2025-10-02,2026-03-23,6003.01,172,16.74,18009.03,VIP
1343,Zainab Sheikh,2,14,17981.88,14073.71,3908.17,2024-01-26,2025-07-27,8990.94,548,21.73,17981.88,VIP
3016,Fahad Memon,2,14,17944.36,14505.33,3439.03,2024-11-18,2025-09-12,8972.18,298,19.16,17944.36,VIP
4216,Ahmed Ahmed,2,11,17898.01,15393.64,2504.37,2025-10-30,2025-12-02,8949.0,33,13.99,17898.01,VIP
3165,Ahmed Hussain,2,12,17866.44,12639.96,5226.48,2026-01-16,2026-03-13,8933.22,56,29.25,17866.44,VIP
1062,Sana Hussain,4,17,17863.73,14212.73,3651.0,2023-11-25,2026-02-25,4465.93,823,20.44,17863.73,VIP
1887,Zainab Ali,2,14,17749.83,13244.35,4505.48,2025-02-03,2025-05-22,8874.91,108,25.38,17749.83,VIP
3648,Usman Qureshi,3,15,17666.81,13145.91,4520.9,2022-09-07,2026-05-13,5888.94,1344,25.59,17666.81,VIP
2862,Hira Sheikh,2,10,17638.29,11722.67,5915.62,2023-02-03,2025-12-30,8819.14,1061,33.54,17638.29,VIP
7212,Saad Buriro,2,13,17630.32,12984.51,4645.81,2022-05-08,2026-01-09,8815.16,1342,26.35,17630.32,VIP
6314,Fahad Ahmed,2,14,17618.23,15699.39,1918.84,2023-01-01,2026-01-23,8809.12,1118,10.89,17618.23,VIP
627,Ahmed Buriro,3,16,17609.74,16061.0,1548.74,2024-12-13,2026-07-03,5869.91,567,8.79,17609.74,VIP
